thomas,Clic classique,ID5,2.375472068786621,True
thomas,Clic classique,ID5,0.1624131202697754,True
thomas,Clic classique,ID5,0.18382477760314941,True
thomas,Clic classique,ID5,0.13318395614624023,True
thomas,Clic classique,ID5,0.1662731170654297,True
thomas,Clic classique,ID5,0.24960994720458984,True
thomas,Clic classique,ID5,0.23383307456970215,True
thomas,Clic classique,ID5,0.20027375221252441,True
thomas,Clic classique,ID5,0.2996861934661865,True
thomas,Clic classique,ID5,0.19951319694519043,True
thomas,Clic classique,ID5,0.19999074935913086,True
thomas,Clic classique,ID5,0.16820502281188965,True
thomas,Clic classique,ID5,0.19960999488830566,True
thomas,Clic classique,ID5,0.16594600677490234,True
thomas,Clic classique,ID5,0.16651582717895508,True
thomas,Clic classique,ID5,0.1665363311767578,True
thomas,Clic classique,ID5,0.16716480255126953,True
thomas,Clic classique,ID5,0.1658802032470703,True
thomas,Clic classique,ID5,0.20028281211853027,True
thomas,Clic classique,ID5,0.13325905799865723,True
thomas,Clic classique,ID5,0.16721391677856445,True
thomas,Clic classique,ID5,0.20067620277404785,True
thomas,Clic classique,ID5,0.3328709602355957,True
thomas,Clic classique,ID5,0.20252013206481934,True
thomas,Clic classique,ID5,0.19714975357055664,True
thomas,Clic classique,ID5,0.16615009307861328,True
thomas,Clic classique,ID5,0.1999678611755371,True
thomas,Clic classique,ID5,0.20051193237304688,True
thomas,Clic classique,ID5,0.19975614547729492,True
thomas,Clic classique,ID5,0.20035004615783691,True
thomas,Clic classique,ID5,0.19951891899108887,True
thomas,Clic classique,ID5,0.2683591842651367,True
thomas,Clic classique,ID5,0.3026580810546875,True
thomas,Clic classique,ID5,0.22921395301818848,True
thomas,Clic classique,ID5,0.19982671737670898,True
thomas,Clic classique,ID5,0.23404502868652344,True
thomas,Clic classique,ID5,0.23291492462158203,True
thomas,Clic classique,ID5,0.2005622386932373,True
thomas,Clic classique,ID5,0.23349595069885254,True
thomas,Clic classique,ID5,0.16599583625793457,True
thomas,Clic classique,ID5,0.3331162929534912,True
thomas,Clic classique,ID5,0.19990968704223633,True
thomas,Clic classique,ID5,0.23366212844848633,True
thomas,Clic classique,ID5,0.16644287109375,True
thomas,Clic classique,ID5,0.2176811695098877,True
